Year,month,day,hour,0.1,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,20,25,30,35,40,45,50,60,70,80,90,100
2019,6,22,2,0.706,0.706,0.702,0.7,0.71,0.711,0.728,0.724,0.726,0.728,0.736,0.729,0.724,0.736,0.739,0.747,0.732,0.728,0.727,0.729,0.721,0.725,0.73,0.721,0.71,0.712,0.719,0.708,0.7,0.726,0.699,0.678,0.661,0.661,0.655
2019,6,22,15,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,23,0,0.802,0.802,0.798,0.792,0.792,0.791,0.787,0.785,0.783,0.773,0.75,0.727,0.709,0.688,0.679,0.66,0.646,0.631,0.625,0.617,0.617,0.613,0.612,0.593,0.575,0.541,0.508,0.483,0.467,0.451,0.45,0.417,0.385,0.361,0.33
2019,6,23,2,0.834,0.834,0.827,0.819,0.81,0.8,0.796,0.791,0.79,0.759,0.716,0.671,0.653,0.649,0.643,0.648,0.643,0.637,0.64,0.636,0.641,0.633,0.625,0.608,0.585,0.556,0.528,0.497,0.481,0.448,0.412,0.396,0.361,0.321,0.306
2019,6,23,22,0.005,0.005,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,24,0,0.796,0.796,0.792,0.785,0.776,0.768,0.763,0.756,0.749,0.71,0.681,0.671,0.666,0.658,0.655,0.654,0.654,0.658,0.656,0.652,0.653,0.65,0.636,0.602,0.575,0.548,0.525,0.505,0.474,0.437,0.376,0.333,0.278,0.256,0.229
2019,6,24,1,0.794,0.794,0.786,0.772,0.761,0.746,0.735,0.724,0.714,0.668,0.646,0.643,0.629,0.62,0.624,0.63,0.635,0.632,0.634,0.633,0.625,0.613,0.604,0.562,0.523,0.495,0.467,0.435,0.394,0.369,0.309,0.267,0.244,0.226,0.212
2019,6,24,22,0.624,0.624,0.599,0.572,0.548,0.52,0.501,0.486,0.469,0.439,0.389,0.289,0.176,0.137,0.04,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,6,24,23,0.741,0.741,0.728,0.717,0.704,0.693,0.685,0.68,0.676,0.656,0.668,0.659,0.65,0.639,0.637,0.632,0.621,0.613,0.604,0.592,0.582,0.565,0.554,0.507,0.444,0.385,0.326,0.262,0.219,0.166,0.074,0.029,0,0,0
